0,0.5905,0.43,-0.0437297,0,0,0
1,2.269,1.69,-0.1356,0,0,0
2,4.6765,3.563,-0.214623,0,0,0
3,7.7804,6.047,-0.265545,0,0,0
4,11.5633,9.174,-0.326604,0,0,0
5,15.9834,13.017,-0.414367,0,0,0
6,20.9745,17.512,-0.501448,0,0,0
7,26.5179,22.546,-0.573627,0,0,0
8,32.6039,27.881,-0.627152,0,0,0
9,39.3651,33.457,-0.667696,0,0,0
10,46.7356,39.307,-0.694828,0,0,0
11,54.5567,45.591,-0.694312,0,0,0
12,62.6803,52.127,-0.664315,0,0,0
13,71.0935,58.886,-0.620695,0,0,0
14,79.3998,65.439,-0.5963,0,0,0
15,87.392,71.765,-0.581389,0,0,0
16,95.0182,78.275,-0.529779,0,0,0
17,102.442,85.113,-0.48721,0,0,0
18,109.834,91.969,-0.44562,0,0,0
19,117.224,98.532,-0.395753,0,0,0
20,124.471,104.732,-0.352142,0,0,0
21,131.616,110.656,-0.292354,0,0,0
22,138.704,116.413,-0.236841,0,0,0
23,145.505,121.878,-0.199319,0,0,0
24,152.012,127.133,-0.178707,0,0,0
25,158.248,132.188,-0.176764,0,0,0
26,164.095,136.949,-0.171133,0,0,0
27,169.395,141.236,-0.169432,0,0,0
28,174.117,145.011,-0.186737,0,0,0
29,177.98,148.089,-0.196529,0,0,0
30,180.78,150.321,-0.210791,0,0,0
31,182.474,151.672,-0.215073,0,0,0
32,183.264,152.301,-0.215977,0,0,0
33,183.37,152.386,-0.21579,0,0,0
34,183.371,152.386,-0.215783,0,0,0
35,183.372,152.387,-0.215775,0,0,0
36,183.372,152.387,-0.215775,0,0,0
37,183.372,152.387,-0.215775,0,0,0
38,183.372,152.387,-0.215775,1,27,0.504286
39,183.372,152.387,-0.215775,1,28,0.744291
40,183.372,152.387,-0.215775,1,29,0.87659
41,183.372,152.387,-0.215775,1,30,0.932215
42,183.372,152.387,-0.215775,1,31,0.944433
43,183.372,152.387,-0.215775,1,31,0.944392
44,183.372,152.387,-0.215775,1,33,0.98351
45,183.372,152.387,-0.215775,1,34,0.975284
46,183.373,152.388,-0.215767,1,33,0.961704
47,183.373,152.388,-0.215767,1,33,0.961207
48,183.373,152.388,-0.215767,1,37,0.96207
49,183.373,152.388,-0.215767,1,37,0.962026
50,183.373,152.388,-0.215767,1,33,0.961294
51,183.373,152.388,-0.215767,1,40,0.962964
52,183.373,152.388,-0.215767,1,40,0.964516
53,183.373,152.388,-0.215767,1,40,0.963422
54,183.373,152.388,-0.215767,1,40,0.961087
55,183.373,152.388,-0.215767,1,41,0.968033
56,183.428,152.431,-0.215264,1,45,0.961522
57,183.674,152.627,-0.213793,1,31,0.934387
58,184.119,152.982,-0.211853,1,31,0.925579
59,184.46,153.254,-0.210905,1,31,0.928103
60,184.477,153.267,-0.210812,1,31,0.925151
