time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1561000573.88986754,0.02133648,4472,0.00518733,0.00000000,0,0.00000000,820464,822071,1976,0.00324768
1561000573.98883080,0.01988399,4527,0.00437464,0.00000000,0,0.00000000,822071,823483,1919,0.00000000
1561000574.08959293,0.01880333,4517,0.00426521,0.00000000,0,0.00000000,823483,824705,1882,0.00324519
1561000574.18967104,0.02363578,4536,0.00640616,0.00000000,0,0.00000000,824705,825974,1883,0.00000000
1561000574.28858685,0.02060797,4657,0.00550303,0.00000000,0,0.00000000,825974,827152,1916,0.00000000
1561000574.38981009,0.02065994,4649,0.00784275,0.00000000,0,0.00000000,826798,828140,1860,0.00302841
1561000574.48907256,0.02444820,4557,0.00751608,0.00000000,0,0.00000000,827391,828713,1814,0.00324078
1561000574.58974147,0.01998236,4406,0.00518909,0.00000000,0,0.00000000,828713,829862,1732,0.00000000
1561000574.68954897,0.02443275,4301,0.00820156,0.00000000,0,0.00000000,829862,830973,1660,0.00246450
1561000574.78861237,0.02313915,4219,0.00581762,0.00000000,0,0.00000000,829339,830551,1596,0.00000000
1561000574.88957787,0.01884215,4108,0.00333314,0.00000000,0,0.00000000,830551,831753,1531,0.00204231
1561000574.98883247,0.01750268,4033,0.00371893,0.00000000,0,0.00000000,831753,832761,1482,0.00000000
1561000575.08960652,0.01478987,3951,0.00351460,0.00000000,0,0.00000000,832761,833679,1463,0.00000000
1561000575.18970323,0.01697604,3826,0.00520364,0.00000000,0,0.00000000,833679,834601,1450,0.00225633
1561000575.28959489,0.01552565,3687,0.00516841,0.00000000,0,0.00000000,834601,835368,1371,0.00233223
1561000575.38966870,0.01725121,3581,0.00416244,0.00000000,0,0.00000000,835368,836005,1237,0.00000000
1561000575.48863983,0.01855437,3568,0.00823152,0.00000000,0,0.00000000,836005,837243,1320,0.00000000
1561000575.58970571,0.01387505,3542,0.00254101,0.00000000,0,0.00000000,834096,835105,1227,0.00197602
1561000575.68960738,0.01423271,3485,0.00295201,0.00000000,0,0.00000000,835105,835946,1160,0.00434006
1561000575.78858304,0.01381859,3493,0.00304901,0.00000000,0,0.00000000,835946,836789,1168,0.00000000
1561000575.88960457,0.01302323,3459,0.00318860,0.00000000,0,0.00000000,836789,837482,1189,0.00409426
1561000575.98873401,0.01663654,3441,0.00430255,0.00000000,0,0.00000000,837482,838312,1213,0.00000000
1561000576.08967590,0.02181394,3412,0.00458520,0.00000000,0,0.00000000,838312,839021,1150,0.00369213
1561000576.18982530,0.01906841,3347,0.00418395,0.00000000,0,0.00000000,839021,839699,1065,0.00000000
1561000576.28868246,0.01660263,3377,0.00346657,0.00000000,0,0.00000000,839699,840310,1137,0.00226157
1561000576.38988209,0.01573087,3482,0.00353048,0.00000000,0,0.00000000,840310,840852,1189,0.00000000
1561000576.48907256,0.01495840,3542,0.00315635,0.00000000,0,0.00000000,840852,841650,1300,0.00222548
1561000576.59028554,0.01991001,3564,0.00678836,0.00000000,0,0.00000000,841650,842636,1316,0.00000000
1561000576.69011617,0.02130339,3484,0.00511153,0.00000000,0,0.00000000,841795,842490,1271,0.00000000
1561000576.78844690,0.01249381,3444,0.00286435,0.00000000,0,0.00000000,842490,843320,1198,0.00248089
1561000576.88952994,0.01335502,3469,0.00353199,0.00000000,0,0.00000000,843320,844099,1195,0.00256074
1561000576.98867297,0.01910010,3475,0.00461299,0.00000000,0,0.00000000,844099,845002,1227,0.00000000
1561000577.08919525,0.02971218,3568,0.01303512,0.00000000,0,0.00000000,844642,845645,1285,0.00407670
1561000577.19117665,0.01792254,3538,0.00319960,0.00000000,0,0.00000000,845645,846927,1298,0.00000000
1561000577.28931880,0.01243983,3496,0.00262155,0.00000000,0,0.00000000,844241,845240,1275,0.00352490
1561000577.38949299,0.01487680,3404,0.00265925,0.00000000,0,0.00000000,845240,846177,1179,0.00000000
1561000577.48842669,0.01786131,3405,0.00332576,0.00000000,0,0.00000000,846177,847063,1162,0.00330709
1561000577.58968639,0.01197230,3326,0.00268246,0.00000000,0,0.00000000,847063,847789,1121,0.00000000
1561000577.68988895,0.01299081,3387,0.00375485,0.00000000,0,0.00000000,847789,848614,1259,0.00320417
1561000577.78914857,0.01787768,3418,0.00480129,0.00000000,0,0.00000000,848614,849387,1251,0.00000000
1561000577.88977981,0.01356237,3504,0.00328769,0.00000000,0,0.00000000,849387,850214,1268,0.00000000
1561000577.98882818,0.01846328,3585,0.00412793,0.00000000,0,0.00000000,850214,851048,1362,0.00216024
1561000578.08874869,0.01936534,3622,0.00396186,0.00000000,0,0.00000000,850574,851488,1378,0.00208287
1561000578.18952680,0.01787300,3607,0.00419571,0.00000000,0,0.00000000,851415,852007,1315,0.00000000
1561000578.28943348,0.01834373,3655,0.00502223,0.00000000,0,0.00000000,852007,853095,1371,0.00178796
1561000578.39047122,0.01676887,3743,0.00352278,0.00000000,0,0.00000000,852340,853397,1385,0.00000000
1561000578.48911405,0.01989127,3800,0.00408230,0.00000000,0,0.00000000,853397,854478,1418,0.00000000
1561000578.59078479,0.02111915,3852,0.00668777,0.00000000,0,0.00000000,854478,855808,1399,0.00365192
1561000578.69047761,0.02131082,3856,0.00631228,0.00000000,0,0.00000000,853950,855088,1388,0.00316807
1561000578.78866029,0.01693695,3875,0.00400609,0.00000000,0,0.00000056,854695,855775,1370,0.00000000
1561000578.89039445,0.01402440,3858,0.00311050,0.00000000,0,0.00000000,855775,856741,1311,0.00375717
1561000578.98898149,0.01348511,3820,0.00344298,0.00000000,0,0.00000000,856741,857645,1358,0.00000000
1561000579.08858371,0.01415286,3773,0.00325909,0.00000000,0,0.00000000,857645,858515,1363,0.00207427
1561000579.19037747,0.01672162,3752,0.00454593,0.00000000,0,0.00000000,858515,859298,1314,0.00000000
1561000579.28972125,0.01737012,3743,0.00475572,0.00000000,0,0.00000000,859298,860133,1294,0.00315797
1561000579.39090776,0.01876786,3790,0.00367239,0.00000000,0,0.00000000,859911,860766,1271,0.00000000
1561000579.48900366,0.02638109,3791,0.01053359,0.00000000,0,0.00000000,860766,861940,1276,0.00000000
1561000579.59045148,0.01859138,3806,0.00262078,0.00000000,0,0.00000000,859373,860517,1314,0.00289155
1561000579.69039655,0.01557855,3807,0.00330402,0.00000000,0,0.00000000,860517,861515,1294,0.00272864
1561000579.79105854,0.01867460,3832,0.00310276,0.00000000,0,0.00000000,861515,862382,1241,0.00000000
1561000579.89105892,0.01503293,3870,0.00370151,0.00000000,0,0.00000000,862382,863298,1323,0.00000000
1561000579.98995996,0.01700722,3875,0.00342149,0.00000000,0,0.00000000,863298,864115,1305,0.00329379
1561000580.09081030,0.01754604,3947,0.00457325,0.00000000,0,0.00000000,864115,864868,1296,0.00384898
1561000580.19109225,0.01885232,4035,0.00392654,0.00000000,0,0.00000000,864868,865630,1322,0.00000000
1561000580.28888488,0.01520825,4082,0.00380728,0.00000000,0,0.00000000,865630,866381,1318,0.00367367
1561000580.39024472,0.02035383,4148,0.00379494,0.00000000,0,0.00000000,866381,867027,1292,0.00000000
1561000580.48867154,0.02146897,4188,0.00452530,0.00000000,0,0.00000000,867027,867696,1284,0.00000000
1561000580.58875799,0.01770379,4254,0.00329441,0.00000000,0,0.00000000,867696,868511,1276,0.00248970
1561000580.69029069,0.01743027,4354,0.00408578,0.00000000,0,0.00000000,868338,868915,1302,0.00000000
1561000580.79030633,0.02169517,4345,0.00588316,0.00000000,0,0.00000000,868915,869597,1194,0.00245645
1561000580.89019275,0.02200788,4386,0.00468367,0.00000000,0,0.00000000,869597,870306,1271,0.00000000
1561000580.98895907,0.02129436,4446,0.00602489,0.00000000,0,0.00000000,870306,870991,1207,0.00259101
1561000581.09105897,0.02591733,4380,0.00482672,0.00000000,0,0.00000000,869218,869750,1166,0.00000000
1561000581.19179916,0.02431222,4432,0.00494999,0.00000000,0,0.00000000,869750,870658,1182,0.00233501
1561000581.29163718,0.01963841,4405,0.00488973,0.00000000,0,0.00000000,870297,870867,1177,0.00000000
1561000581.39166045,0.01726176,4461,0.00546328,0.00000000,0,0.00000000,870867,871637,1189,0.00212461
1561000581.49156976,0.02241500,4428,0.00469374,0.00000000,0,0.00000000,871637,872364,1105,0.00000000
1561000581.59143972,0.01900976,4497,0.00415002,0.00000000,0,0.00000000,872364,873065,1155,0.00293069
1561000581.69209552,0.02392155,4419,0.00469923,0.00000000,0,0.00000000,873065,873792,1077,0.00294913
1561000581.79096222,0.02258455,4488,0.00339162,0.00000000,0,0.00000000,872444,873263,1092,0.00000000
1561000581.89164424,0.02277606,4512,0.00476515,0.00000000,0,0.00000000,873263,874019,1106,0.00198428
1561000581.99003124,0.02162470,4534,0.00446128,0.00000000,0,0.00000000,874019,874681,1107,0.00000000
1561000582.09173298,0.02518099,4578,0.00484791,0.00000000,0,0.00000000,874681,875381,1125,0.00000000
1561000582.19184327,0.01846186,4475,0.00375364,0.00000000,0,0.00000000,874929,875625,1099,0.00232033
1561000582.29314733,0.02079257,4511,0.00375126,0.00000000,0,0.00000000,875625,876290,1024,0.00000000
1561000582.39329720,0.01818457,4379,0.00325370,0.00000000,0,0.00000000,876290,876802,1018,0.00226551
1561000582.49161267,0.01941298,4371,0.00376021,0.00000000,0,0.00000000,876802,877317,1005,0.00000000
1561000582.59320068,0.02670093,4320,0.01215039,0.00000000,0,0.00000000,877317,878195,981,0.00702738
1561000582.69305062,0.01919627,4245,0.00248092,0.00000000,0,0.00000000,874178,875084,991,0.00000000
1561000582.79326820,0.01869209,4208,0.00216863,0.00000000,0,0.00000000,875084,875932,954,0.00257907
1561000582.89284062,0.02030583,4163,0.00278893,0.00000000,0,0.00000000,875932,876662,918,0.00000000
1561000582.99144673,0.01678474,4136,0.00361969,0.00000000,0,0.00000000,876662,877335,936,0.00206305
1561000583.09317422,0.01881335,4097,0.00239326,0.00000000,0,0.00000000,877335,877961,899,0.00165825
1561000583.19329619,0.01572734,4027,0.00317510,0.00000000,0,0.00000000,877961,878438,851,0.00000000
1561000583.29404545,0.02036664,3975,0.00382067,0.00000000,0,0.00000000,878438,878945,835,0.00000000
1561000583.39378405,0.01887791,3986,0.00246219,0.00000000,0,0.00000000,878945,879411,846,0.00198110
1561000583.49260449,0.01921877,3962,0.00257218,0.00000000,0,0.00000000,879411,879901,821,0.00000000
1561000583.59356427,0.02001029,3951,0.00321138,0.00000000,0,0.00000000,879901,880337,840,0.00230461
1561000583.69368601,0.01846942,3969,0.00317172,0.00000000,0,0.00000000,880337,880824,828,0.00000000
1561000583.79192424,0.01774891,3940,0.00440575,0.00000000,0,0.00000000,880824,881253,866,0.00165563
1561000583.89351869,0.01514604,4004,0.00353945,0.00000000,0,0.00000000,881253,881832,947,0.00314107
1561000583.99217200,0.01708351,4098,0.00448915,0.00000000,0,0.00000000,881832,882324,937,0.00000000
1561000584.09390450,0.02169675,4131,0.00520938,0.00000000,0,0.00000000,882324,882900,985,0.00000000
1561000584.19424582,0.02318749,4276,0.00302518,0.00000000,0,0.00000000,882900,883562,1070,0.00687039
1561000584.29179764,0.02384902,4271,0.00466960,0.00000000,0,0.00000000,883562,884198,1046,0.00000000
1561000584.39350700,0.01694676,4289,0.00325917,0.00000000,0,0.00000000,884198,884822,1008,0.00297837
1561000584.49175668,0.02300106,4345,0.00566339,0.00000000,0,0.00000000,884822,885307,1036,0.00000000
1561000584.59350801,0.01591630,4359,0.00407333,0.00000000,0,0.00000000,885307,885882,1068,0.00402508
1561000584.69342685,0.02475782,4347,0.00718671,0.00000000,0,0.00000000,885882,886307,1047,0.00418394
1561000584.79198241,0.01803873,4413,0.00488684,0.00000000,0,0.00000000,886307,886810,1027,0.00000000
1561000584.89354086,0.02374109,4474,0.00490754,0.00000000,0,0.00000000,886810,887348,1034,0.00234268
1561000584.99238992,0.02586340,4415,0.00482592,0.00000000,0,0.00000000,887348,887705,1027,0.00000000
1561000585.09359598,0.02153354,4256,0.00299602,0.00000000,0,0.00000000,887657,888084,925,0.00181171
1561000585.19353080,0.02580183,4295,0.00458819,0.00000000,0,0.00000000,887981,888380,947,0.00000000
1561000585.29356241,0.02091591,4233,0.00356819,0.00000000,0,0.00000000,888380,888824,846,0.00000000
1561000585.39345121,0.01846409,4210,0.00400529,0.00000000,0,0.00000000,888824,889291,880,0.00261606
1561000585.49242616,0.01580809,4177,0.00314301,0.00000000,0,0.00000000,889291,889688,899,0.00663010
1561000585.59336567,0.01871488,4197,0.00403916,0.00000000,0,0.00000000,889688,890082,860,0.00000000
1561000585.69325304,0.01855125,4187,0.00434664,0.00000000,0,0.00000000,890082,890480,893,0.00783567
1561000585.79172063,0.02186062,4183,0.00378731,0.00000000,0,0.00000000,890140,890434,863,0.00000000
1561000585.89371824,0.02073835,4214,0.00313624,0.00000000,0,0.00000000,890434,890935,884,0.00264009
1561000585.99185014,0.01995485,4266,0.00322791,0.00000000,0,0.00000000,890935,891542,894,0.00000000
1561000586.09354949,0.02210252,4318,0.00487790,0.00000000,0,0.00000000,891542,891902,945,0.00000000
1561000586.19206500,0.02351628,4250,0.00504789,0.00000000,0,0.00000000,891902,892231,886,0.00211316
1561000586.29202700,0.02040763,4276,0.00340445,0.00000000,0,0.00000000,892231,892704,940,0.00000000
1561000586.39487958,0.01939989,4283,0.00326654,0.00000000,0,0.00000000,892704,893331,973,0.00224360
1561000586.49324393,0.01941258,4283,0.00305177,0.00000000,0,0.00000000,892915,893332,863,0.00229307
1561000586.59523773,0.01550620,4212,0.00243926,0.00000000,0,0.00000000,893332,893852,915,0.00000000
1561000586.69493771,0.01784920,4186,0.00407021,0.00000000,0,0.00000000,893852,894150,843,0.00000000
1561000586.79336309,0.03769233,4153,0.02398118,0.00000000,0,0.00000000,893991,894740,884,0.00515682
1561000586.89480209,0.02642547,4123,0.00400621,0.00000000,0,0.00000000,894740,895564,851,0.00000000
1561000586.99501204,0.01903301,4073,0.00387223,0.00000000,0,0.00000000,895564,896396,850,0.00329940
1561000587.09528065,0.01746404,4015,0.00262650,0.00000000,0,0.00000000,890189,890799,931,0.00193761
1561000587.19500732,0.01328575,3920,0.00204866,0.00000000,0,0.00000000,890799,891439,879,0.00000000
1561000587.29640937,0.01611861,3792,0.00201506,0.00000000,0,0.00000000,891439,892007,844,0.00347621
1561000587.39636302,0.01576237,3778,0.00196041,0.00000000,0,0.00000000,892007,892540,845,0.00000000
1561000587.49496460,0.01337308,3757,0.00205015,0.00000000,0,0.00000000,892540,893040,831,0.00000000
1561000587.59621334,0.01687550,3778,0.00269974,0.00000000,0,0.00000000,893040,893512,834,0.00249665
1561000587.69493699,0.01484532,3723,0.00210346,0.00000000,0,0.00000000,893512,893979,830,0.00288860
1561000587.79574156,0.01396093,3654,0.00222486,0.00000000,0,0.00000000,893979,894469,812,0.00000000
1561000587.89757442,0.01617323,3655,0.00291509,0.00000000,0,0.00000000,894469,894862,859,0.00000000
1561000587.99776340,0.01627689,3650,0.00329072,0.00000000,0,0.00000000,894862,895429,916,0.00206667
1561000588.09759665,0.01393991,3644,0.00251165,0.00000000,0,0.00000000,895429,895962,930,0.00365105
1561000588.19634938,0.01747491,3588,0.00332589,0.00000000,0,0.00000000,895962,896421,922,0.00000000
1561000588.29732037,0.01760229,3659,0.00312661,0.00000000,0,0.00000000,896421,896839,889,0.00305192
1561000588.39733768,0.01653832,3620,0.00256255,0.00000000,0,0.00000000,896839,897253,916,0.00000000
1561000588.49623442,0.01244804,3665,0.00241488,0.00000000,0,0.00000000,897253,897739,975,0.00000000
1561000588.59727812,0.01583615,3647,0.00378479,0.00000000,0,0.00000000,897739,898187,973,0.00183383
1561000588.68838501,0.01220538,3692,0.00236019,0.00000000,0,0.00000000,898187,898742,989,0.00227281
1561000588.78858757,0.01622665,3718,0.00366697,0.00000000,0,0.00000000,898742,899305,1028,0.00000000
1561000588.88937140,0.01503883,3706,0.00479797,0.00000000,0,0.00000000,898963,899451,979,0.00000000
1561000588.98942542,0.01914853,3786,0.00609275,0.00000000,0,0.00000000,899451,900412,1044,0.00321216
1561000589.08987260,0.01566994,3729,0.00238286,0.00000000,0,0.00000000,897833,898664,1030,0.00000000
1561000589.18971324,0.01485002,3799,0.00256926,0.00000000,0,0.00000000,898664,899415,1052,0.00211725
1561000589.28998566,0.01635749,3760,0.00324980,0.00000000,0,0.00000000,899415,900169,1017,0.00000000
1561000589.38986015,0.01678813,3783,0.00406011,0.00000000,0,0.00000000,900169,900698,1013,0.00273272
1561000589.48989391,0.01670111,3823,0.00280107,0.00000000,0,0.00000000,900698,901307,1046,0.00203277
1561000589.58890820,0.01293934,3774,0.00256433,0.00000000,0,0.00000000,901307,901984,1043,0.00000000
1561000589.68959594,0.01357043,3812,0.00315419,0.00000000,0,0.00000000,901984,902648,1105,0.00000000
1561000589.78956199,0.01455818,3800,0.00346881,0.00000000,0,0.00000000,902648,903238,1088,0.00201493
1561000589.89063954,0.01959311,3843,0.00470687,0.00000000,0,0.00000000,903238,903756,1179,0.00213167
1561000589.98862100,0.01498135,3803,0.00352008,0.00000000,0,0.00000000,903756,904529,1209,0.00000000
1561000590.09087777,0.01462872,3754,0.00351407,0.00000000,0,0.00000000,904529,905257,1244,0.00263886
1561000590.19079185,0.01532988,3754,0.00483006,0.00000000,0,0.00000000,905257,906000,1193,0.00000000
1561000590.29055381,0.01732910,3820,0.00402711,0.00000000,0,0.00000000,906000,906537,1221,0.00000000
1561000590.38933754,0.01479448,3818,0.00269880,0.00000000,0,0.00000000,904356,905483,1245,0.00417926
1561000590.49072933,0.01698524,3769,0.00324844,0.00000000,0,0.00000000,905483,906485,1247,0.00630931
1561000590.59151196,0.01714181,3789,0.00328106,0.00000000,0,0.00000000,906485,907428,1272,0.00000000
1561000590.69054103,0.01726935,3830,0.00311792,0.00000000,0,0.00000000,907002,908031,1323,0.00607855
1561000590.78945422,0.01499135,3860,0.00351776,0.00000000,0,0.00000000,908031,908855,1345,0.00000000
1561000590.89051127,0.01855262,3902,0.00580037,0.00000000,0,0.00000000,908855,909941,1354,0.00537002
1561000590.98882341,0.01315844,3895,0.00286879,0.00000000,0,0.00000000,908560,909621,1368,0.00000000
1561000591.09141779,0.01741445,3968,0.00607930,0.00000000,0,0.00000000,909621,910791,1416,0.00311764
1561000591.19111681,0.01481268,3913,0.00361145,0.00000000,0,0.00000000,910233,911314,1414,0.00000000
1561000591.29051614,0.01950735,3962,0.00409347,0.00000000,0,0.00000000,911314,912385,1447,0.00297214
1561000591.39068460,0.01805099,3918,0.00382320,0.00000000,0,0.00000000,912385,913261,1417,0.00000000
1561000591.48875284,0.01626297,3898,0.00373185,0.00000000,0,0.00000000,913261,914237,1400,0.00234366
1561000591.59055114,0.01718823,3944,0.00571664,0.00000000,0,0.00000000,914237,915077,1456,0.00000000
1561000591.69096470,0.01514682,4008,0.00442471,0.00000000,0,0.00000000,915077,916125,1575,0.00189593
1561000591.79176593,0.02180136,4091,0.00439745,0.00000000,0,0.00000000,915435,916565,1563,0.00000000
1561000591.89172816,0.02020783,4150,0.00485401,0.00000000,0,0.00000000,916565,917580,1574,0.00326425
1561000591.99012899,0.02032983,4189,0.00512546,0.00000000,0,0.00000000,917269,918480,1691,0.00000000
1561000592.09185100,0.01786347,4158,0.00500823,0.00000000,0,0.00000000,918213,919666,1669,0.00238886
1561000592.19148755,0.02408761,4216,0.01141947,0.00000000,0,0.00000000,918878,920225,1697,0.00000000
1561000592.29102635,0.01602633,4291,0.00362297,0.00000000,0,0.00000000,918344,919883,1697,0.00644281
1561000592.39224076,0.01915922,4265,0.00364345,0.00000000,0,0.00000000,919883,921304,1678,0.00000000
1561000592.49046993,0.02814584,4291,0.00768362,0.00000000,0,0.00000000,921304,922596,1707,0.00354971
1561000592.59229612,0.02214555,4301,0.00606225,0.00000000,0,0.00000000,922596,923774,1674,0.00000000
1561000592.69132423,0.01712069,4253,0.00501144,0.00000000,0,0.00000000,923774,924707,1599,0.00662899
1561000592.79180741,0.01875031,4234,0.00695409,0.00000000,0,0.00000000,924707,925687,1586,0.00000000
1561000592.89192557,0.02439018,4296,0.00624831,0.00000000,0,0.00000000,925687,926605,1567,0.00235885
1561000592.99166036,0.01978848,4283,0.00553767,0.00000000,0,0.00000000,926605,927430,1545,0.00000000
1561000593.09217548,0.02142034,4321,0.00444436,0.00000000,0,0.00000000,927430,928410,1594,0.00187265
1561000593.19103217,0.02132425,4312,0.00441761,0.00000000,0,0.00000000,927532,928658,1597,0.00000000
1561000593.29232025,0.01862016,4231,0.00576541,0.00000000,0,0.00000000,928461,929482,1565,0.00203165
1561000593.39222693,0.02061671,4276,0.00582359,0.00000000,0,0.00000000,929482,930615,1632,0.00000000
1561000593.49041963,0.02268910,4222,0.00647633,0.00000000,0,0.00000000,929477,930572,1579,0.00289400
1561000593.59235573,0.01681632,4218,0.00507327,0.00000000,0,0.00000000,930572,931544,1621,0.00000000
1561000593.69069433,0.02004039,4311,0.00486114,0.00000000,0,0.00000000,931544,932696,1709,0.00687024
1561000593.79247737,0.02502914,4280,0.00754141,0.00000000,0,0.00000000,932696,933926,1737,0.00000000
1561000593.89204049,0.01860908,4264,0.00558546,0.00000000,0,0.00000000,933926,935003,1681,0.00743332
1561000593.99099398,0.02702653,4372,0.00897947,0.00000000,0,0.00000000,935003,936130,1587,0.00000000
1561000594.09202671,0.02648549,4423,0.00770607,0.00000000,0,0.00000000,935193,936253,1691,0.00544924
1561000594.19075990,0.02550436,4442,0.00681516,0.00000000,0,0.00000000,936046,937133,1685,0.00000000
1561000594.29197979,0.01927100,4428,0.00472309,0.00000000,0,0.00000000,937133,938367,1718,0.00292188
1561000594.39201617,0.02013302,4468,0.00421136,0.00000000,0,0.00000000,938367,939546,1668,0.00000000
1561000594.49030137,0.02223565,4438,0.00811456,0.00000000,0,0.00000000,939546,941029,1685,0.00205832
1561000594.59186649,0.02051720,4438,0.00417528,0.00000000,0,0.00000000,938406,939699,1625,0.00000000
1561000594.69078445,0.01705378,4373,0.00404883,0.00000000,0,0.00000000,939699,940919,1617,0.00223520
1561000594.79073405,0.02408415,4433,0.00627227,0.00000000,0,0.00000000,940919,942065,1658,0.00000000
1561000594.89186954,0.02350348,4470,0.00645805,0.00000000,0,0.00000000,942065,943051,1643,0.00175759
1561000594.99098039,0.02728910,4457,0.00621954,0.00000000,0,0.00000000,943051,944110,1653,0.00000000
1561000595.09200692,0.02421127,4455,0.00560304,0.00000000,0,0.00000000,944110,945249,1708,0.00575929
1561000595.19071603,0.01984190,4543,0.00483440,0.00000000,0,0.00000000,945249,946009,1659,0.00000000
1561000595.29188466,0.02206699,4654,0.00557541,0.00000000,0,0.00000000,946009,946769,1796,0.00463593
1561000595.39180350,0.01936312,4728,0.00559555,0.00000000,0,0.00000000,946769,947709,1704,0.00000000
1561000595.49214196,0.02418723,4684,0.00909202,0.00000000,0,0.00000000,947709,949007,1716,0.00249503
1561000595.59234643,0.02240425,4675,0.00576750,0.00000000,0,0.00000000,947972,949299,1696,0.00000000
1561000595.69022202,0.02638237,4675,0.00770872,0.00000000,0,0.00000000,947862,949310,1692,0.00445079
1561000595.79221773,0.03211080,4664,0.00652892,0.00000000,0,0.00000000,949310,950683,1708,0.00000000
1561000595.89206553,0.03882195,4568,0.02400649,0.00000000,0,0.00000000,950420,952021,1693,0.00541126
1561000595.99015069,0.03008133,4706,0.00458654,0.00000000,0,0.00000000,952021,953709,1707,0.00000000
1561000596.09181166,0.02483905,4774,0.00639135,0.00000000,0,0.00000000,951272,952354,1636,0.00319421
1561000596.19025278,0.02402736,4794,0.00527259,0.00000000,0,0.00000000,952354,953564,1772,0.00000000
1561000596.29230976,0.02186464,4746,0.00441358,0.00000000,0,0.00000000,953564,954716,1702,0.00241061
1561000596.39189529,0.02395302,4770,0.00499357,0.00000000,0,0.00000000,954716,955618,1727,0.00000000
1561000596.49017835,0.02143032,4774,0.00656449,0.00000000,0,0.00000000,955618,956750,1677,0.00167858
1561000596.59069419,0.01944702,4763,0.00573717,0.00000000,0,0.00000000,956750,957661,1620,0.00000000
1561000596.69027328,0.01840490,4660,0.00462701,0.00000000,0,0.00000000,957661,958659,1615,0.00451681
1561000596.79070497,0.08013565,4677,0.04768382,0.00000000,211135,0.01125031,904403,906043,1653,0.00000000
1561000596.89216495,0.02469802,4707,0.00441315,0.00000000,0,0.00000000,906043,907636,1613,0.00479331
1561000596.99046516,0.02083393,4757,0.00341017,0.00000000,0,0.00000000,907636,909223,1607,0.00000000
1561000597.09181046,0.02085075,4692,0.00345175,0.00000000,0,0.00000000,909223,910833,1628,0.00464866
1561000597.19027114,0.02387069,4678,0.00450590,0.00000000,0,0.00000000,910833,912424,1603,0.00000000
1561000597.29181242,0.02104915,4700,0.00483576,0.00000000,0,0.00000000,912424,914001,1587,0.00525276
1561000597.39182901,0.02582274,4654,0.01050681,0.00000000,0,0.00000000,753759,753237,1677,0.00000000
1561000597.49010324,0.02346062,4748,0.00717030,0.00000000,0,0.00000000,752538,753474,1686,0.00565168
1561000597.59316301,0.02194907,4707,0.00594651,0.00000000,0,0.00000000,753474,754411,1678,0.00000000
1561000597.69181108,0.02197028,4659,0.00818129,0.00000000,0,0.00000000,754411,755239,1668,0.00185033
1561000597.79175758,0.02491438,4676,0.00842526,0.00000000,0,0.00000000,755239,755954,1629,0.00000000
1561000597.89322901,0.02760818,4674,0.00817532,0.00000000,0,0.00000000,755954,757194,1640,0.00250240
1561000597.99230671,0.02674471,4576,0.00858815,0.00000000,0,0.00000000,756031,757405,1614,0.00000000
1561000598.09320974,0.02541709,4665,0.00832739,0.00000000,0,0.00000000,756803,758136,1622,0.00320690
1561000598.19178462,0.02153198,4669,0.00403837,0.00000000,0,0.00000000,757748,758931,1534,0.00000000
1561000598.29163218,0.02350410,4671,0.00543568,0.00000000,0,0.00000000,758931,759991,1561,0.00867859
1561000598.39344692,0.02595786,4757,0.00847493,0.00000000,0,0.00000000,759991,761172,1602,0.00000000
1561000598.49163222,0.02428609,4831,0.00633297,0.00000000,0,0.00000000,759310,760791,1662,0.00302739
1561000598.59304881,0.01950954,4781,0.00380749,0.00000000,0,0.00000000,759723,761189,1662,0.00000000
1561000598.69156885,0.02139087,4737,0.00519089,0.00000000,0,0.00000000,761189,762508,1690,0.00486559
1561000598.79296565,0.02260122,4789,0.00821453,0.00000000,0,0.00000000,762508,763813,1753,0.00000000
1561000598.89308929,0.02582971,4792,0.01043471,0.00000000,0,0.00000000,762789,764084,1706,0.00333362
1561000598.99316168,0.02642950,4718,0.00734255,0.00000000,0,0.00000000,764084,765288,1654,0.00000000
1561000599.09469819,0.02483326,4739,0.00567001,0.00000000,0,0.00000000,765288,766358,1637,0.00191351
1561000599.19337201,0.01952202,4623,0.00479878,0.00000000,0,0.00000000,766358,767274,1576,0.00000000
1561000599.29460835,0.01769354,4626,0.00411263,0.00000000,0,0.00000000,767274,768302,1554,0.00538853
1561000599.39453077,0.02365902,4651,0.00696202,0.00000000,0,0.00000000,768302,769299,1540,0.00000000
1561000599.49295044,0.02364488,4626,0.00648310,0.00000000,0,0.00000000,768369,769907,1584,0.00178111
1561000599.59443140,0.02064433,4573,0.00472372,0.00000000,0,0.00000000,767654,768987,1556,0.00000000
1561000599.69300985,0.02291300,4588,0.00747948,0.00000000,0,0.00000000,768987,770229,1586,0.00354149
1561000599.79475546,0.02332548,4503,0.00698024,0.00000000,0,0.00000000,770229,771261,1429,0.00000000
1561000599.89447284,0.01590695,4478,0.00400118,0.00000000,0,0.00000000,771261,772321,1564,0.00692847
1561000599.99385524,0.01667428,4476,0.00417664,0.00000000,0,0.00000000,772321,773274,1521,0.00000000
1561000600.09427595,0.01745371,4434,0.00459365,0.00000000,0,0.00000000,773274,774205,1520,0.00451549
1561000600.19307017,0.01853829,4396,0.00535290,0.00000000,0,0.00000000,774205,775139,1524,0.00000000
